iteration,rc,elapsed_s,query_index,dataset,method,method_params
0,1.3352432,2.6226043701171875e-05,9793506,/mnt/hddhelp/workgen_data/astro-256-100m.bin,annealing,"{""initial_temperature"": 1.0, ""max_steps"": 1000, ""seed"": 1234}"
1,1.3354235,7.364338397979736,9793506,/mnt/hddhelp/workgen_data/astro-256-100m.bin,annealing,"{""initial_temperature"": 1.0, ""max_steps"": 1000, ""seed"": 1234}"
2,1.3368323,12.648409843444824,9793506,/mnt/hddhelp/workgen_data/astro-256-100m.bin,annealing,"{""initial_temperature"": 1.0, ""max_steps"": 1000, ""seed"": 1234}"
3,1.3377404,18.109737873077393,9793506,/mnt/hddhelp/workgen_data/astro-256-100m.bin,annealing,"{""initial_temperature"": 1.0, ""max_steps"": 1000, ""seed"": 1234}"
4,1.3379636,24.004482746124268,9793506,/mnt/hddhelp/workgen_data/astro-256-100m.bin,annealing,"{""initial_temperature"": 1.0, ""max_steps"": 1000, ""seed"": 1234}"
5,1.3381635,29.976170301437378,9793506,/mnt/hddhelp/workgen_data/astro-256-100m.bin,annealing,"{""initial_temperature"": 1.0, ""max_steps"": 1000, ""seed"": 1234}"
6,1.3381234,35.35976433753967,9793506,/mnt/hddhelp/workgen_data/astro-256-100m.bin,annealing,"{""initial_temperature"": 1.0, ""max_steps"": 1000, ""seed"": 1234}"
7,1.3383186,40.41075277328491,9793506,/mnt/hddhelp/workgen_data/astro-256-100m.bin,annealing,"{""initial_temperature"": 1.0, ""max_steps"": 1000, ""seed"": 1234}"
8,1.3423146,46.31940793991089,9793506,/mnt/hddhelp/workgen_data/astro-256-100m.bin,annealing,"{""initial_temperature"": 1.0, ""max_steps"": 1000, ""seed"": 1234}"
9,1.3421301,52.254154443740845,9793506,/mnt/hddhelp/workgen_data/astro-256-100m.bin,annealing,"{""initial_temperature"": 1.0, ""max_steps"": 1000, ""seed"": 1234}"
10,1.3421775,57.960689306259155,9793506,/mnt/hddhelp/workgen_data/astro-256-100m.bin,annealing,"{""initial_temperature"": 1.0, ""max_steps"": 1000, ""seed"": 1234}"
11,1.3414944,63.047675371170044,9793506,/mnt/hddhelp/workgen_data/astro-256-100m.bin,annealing,"{""initial_temperature"": 1.0, ""max_steps"": 1000, ""seed"": 1234}"
12,1.339708,68.60240745544434,9793506,/mnt/hddhelp/workgen_data/astro-256-100m.bin,annealing,"{""initial_temperature"": 1.0, ""max_steps"": 1000, ""seed"": 1234}"
13,1.3397601,74.54887914657593,9793506,/mnt/hddhelp/workgen_data/astro-256-100m.bin,annealing,"{""initial_temperature"": 1.0, ""max_steps"": 1000, ""seed"": 1234}"
14,1.338958,80.80618238449097,9793506,/mnt/hddhelp/workgen_data/astro-256-100m.bin,annealing,"{""initial_temperature"": 1.0, ""max_steps"": 1000, ""seed"": 1234}"
15,1.3356444,86.13472652435303,9793506,/mnt/hddhelp/workgen_data/astro-256-100m.bin,annealing,"{""initial_temperature"": 1.0, ""max_steps"": 1000, ""seed"": 1234}"
16,1.3357048,91.34756922721863,9793506,/mnt/hddhelp/workgen_data/astro-256-100m.bin,annealing,"{""initial_temperature"": 1.0, ""max_steps"": 1000, ""seed"": 1234}"
17,1.335696,97.25022029876709,9793506,/mnt/hddhelp/workgen_data/astro-256-100m.bin,annealing,"{""initial_temperature"": 1.0, ""max_steps"": 1000, ""seed"": 1234}"
18,1.3371824,103.1518349647522,9793506,/mnt/hddhelp/workgen_data/astro-256-100m.bin,annealing,"{""initial_temperature"": 1.0, ""max_steps"": 1000, ""seed"": 1234}"
19,1.3372896,108.80624508857727,9793506,/mnt/hddhelp/workgen_data/astro-256-100m.bin,annealing,"{""initial_temperature"": 1.0, ""max_steps"": 1000, ""seed"": 1234}"
20,1.3377227,113.83997321128845,9793506,/mnt/hddhelp/workgen_data/astro-256-100m.bin,annealing,"{""initial_temperature"": 1.0, ""max_steps"": 1000, ""seed"": 1234}"
